Economy,Year,GDP,Population
AUS,2019,72.82510180518581,25203.2
BD,2019,3.78586420045704,433.296
CDA,2019,189.88503029347302,37411.038
CHL,2019,46.2847349653561,18952.035
PRC,2019,6524.371944176831,1433783.69199999
HKC,2019,4.4000676846879,7436.15699999999
INA,2019,634.7284028867659,270625.567
JPN,2019,1088.2287730143498,126860.299
KOR,2019,566.028121485131,51225.320999999996
MAS,2019,195.268732067962,31949.789
MEX,2019,436.57771520305914,127575.52900000001
NZ,2019,20.598051453736698,4783.062
PNG,2019,0.744153871332787,8776.119
PE,2019,54.0763324372092,32510.462000000003
RP,2019,174.81541092274395,108116.62199999999
RUS,2019,488.17375707547995,145872.26
SIN,2019,114.04222224550901,5804.343000000001
CT,2019,431.833339133033,23773.881
THA,2019,345.26651829440993,69625.5809999999
USA,2019,2288.38922314448,329064.917
VN,2019,124.05980038411,96462.10800000001
AUS,2020,67.63035778509679,25499.881
BD,2020,3.80964604167724,437.483
CDA,2020,178.24849876853798,37742.157
CHL,2020,43.97343988218571,19116.209
PRC,2020,6568.86578558584,1439323.774
HKC,2020,4.15279489536362,7496.988
INA,2020,635.003791014514,273523.62100000004
JPN,2020,1030.70991949419,126476.45800000001
KOR,2020,560.477742077932,51269.183
MAS,2020,190.63076257337798,32365.998
MEX,2020,407.516568200483,128932.75300000001
NZ,2020,19.196401858265,4822.233
PNG,2020,0.7491247578047271,8947.027
PE,2020,51.5452421391766,32971.846
RP,2020,174.939347429863,109581.085
RUS,2020,463.003108587427,145934.46
SIN,2020,108.89332870711003,5850.343000000001
CT,2020,415.439122544979,23816.775
THA,2020,320.01126875432595,69799.978
USA,2020,2142.33985404314,331002.647
VN,2020,127.506900365958,97338.58300000001
AUS,2021,71.4226581972119,25788.217
BD,2021,3.91683363834269,441.532
CDA,2021,185.87711098267602,38067.913
CHL,2021,46.064684267520704,19212.362
PRC,2021,7136.482270488829,1444216.102
HKC,2021,4.277600340113599,7552.8
INA,2021,683.952439057474,276361.788
JPN,2021,1060.67319639822,126050.796
KOR,2021,580.821021863358,51305.184
MAS,2021,206.36034452256297,32776.195
MEX,2021,419.48779087487503,130262.22
NZ,2021,20.4155700758925,4860.642
PNG,2021,0.78383695554724,9119.005
PE,2021,54.2259511602765,33359.416
RP,2021,187.24471975219106,111046.91
RUS,2021,480.9522113936129,145912.022
SIN,2021,110.980528207946,5896.684
CT,2021,430.89130749328797,23855.007999999903
THA,2021,337.294933869902,69950.844
USA,2021,2232.01720925878,332915.07399999996
VN,2021,136.536772593574,98168.829
AUS,2022,72.98349460096259,26068.792999999998
BD,2022,4.00149753954029,445.42900000000003
CDA,2022,188.88618760498198,38388.416
CHL,2022,46.985700837448704,19250.192
PRC,2022,7429.726444650751,1448471.404
HKC,2022,4.345219093415712,7604.306
INA,2022,712.248866149888,279134.505
JPN,2022,1066.08120923127,125584.839
KOR,2022,600.2560164869288,51329.905
MAS,2022,213.948029956732,33181.079
MEX,2022,430.20489669325804,131562.775
NZ,2022,21.090284572277806,4898.201
PNG,2022,0.842751934745232,9292.171999999999
PE,2022,56.22238021894171,33684.218
RP,2022,197.512494587392,112508.991
RUS,2022,491.51903733388,145805.94400000002
SIN,2022,113.74526901318899,5943.55099999999
CT,2022,442.136252146776,23888.6
THA,2022,347.562504890714,70078.198
USA,2022,2257.81750794202,334805.268
VN,2022,143.47330373259697,98953.535
AUS,2023,74.53847893619451,26343.072999999997
BD,2023,4.06654838558503,449.16900000000004
CDA,2023,192.01186168007,38704.479
CHL,2023,47.88061167150129,19249.346999999998
PRC,2023,7715.718978838209,1452127.674
HKC,2023,4.411356168963801,7653.424
INA,2023,740.9193772978059,281844.348
JPN,2023,1072.69997189814,125081.31599999999
KOR,2023,618.908907437461,51343.973
MAS,2023,222.038521903654,33579.263999999996
MEX,2023,441.61005593554495,132833.768
NZ,2023,21.7441383715842,4934.976
PNG,2023,0.9092394907144132,9466.431
PE,2023,58.3607078026599,33966.046
RP,2023,207.96164662507,113964.103
RUS,2023,499.9442624553839,145628.574
SIN,2023,116.161681403601,5990.29199999999
CT,2023,452.8164184953,23917.88
THA,2023,358.10798469639104,70182.829
USA,2023,2286.0237744001397,336679.231
VN,2023,150.420369710989,99698.631
AUS,2024,76.1190221729488,26612.912
BD,2024,4.1123640912971,452.767
CDA,2024,195.26506962248,39017.093
CHL,2024,48.76305959431539,19238.997
PRC,2024,7996.5693991404505,1455254.862
HKC,2024,4.4760320767732695,7703.193
INA,2024,770.152585281436,284495.157
JPN,2024,1080.8601649066302,124543.92300000001
KOR,2024,637.091344770905,51347.169
MAS,2024,230.007781601091,33969.292
MEX,2024,453.449279216495,134074.37900000002
NZ,2024,22.3931712162816,4971.0470000000005
PNG,2024,0.983635957356635,9641.706
PE,2024,60.49074735706301,34236.195
RP,2024,218.881448589682,115406.85
RUS,2024,510.64449555835296,145399.122
SIN,2024,118.78966122112,6035.675
CT,2024,463.759873019282,23943.319
THA,2024,369.34947465619103,70266.064
USA,2024,2316.5114650872897,338542.56200000003
VN,2024,158.000029979843,100414.087
AUS,2025,77.7364664168888,26879.752999999997
BD,2025,4.15739323385078,456.18199999999996
CDA,2025,198.64239295419398,39326.964
CHL,2025,49.6449574264444,19240.995
PRC,2025,8273.159850303442,1457908.2480000001
HKC,2025,4.5494448069166795,7755.536
INA,2025,800.0788219109379,287089.641
JPN,2025,1090.44609314153,123975.981
KOR,2025,655.0876854198771,51339.378
MAS,2025,238.46542305173003,34349.933
MEX,2025,465.68601511901306,135284.064
NZ,2025,23.0527234530438,5006.4490000000005
PNG,2025,1.06028124234117,9817.917
PE,2025,62.6125225230539,34517.501000000004
RP,2025,229.97210568451095,116833.055
RUS,2025,519.1877167251951,145132.732
SIN,2025,121.34951491194903,6078.76
CT,2025,474.991092018519,23965.154
THA,2025,381.2717450694471,70328.932
USA,2025,2348.7502565086497,340399.604
VN,2025,165.90246273736705,101106.83300000001
AUS,2026,79.39321138326069,27144.224
BD,2026,4.18368848214285,459.465
CDA,2026,202.13003886301502,39634.342000000004
CHL,2026,50.5244850562197,19260.477
PRC,2026,8544.43606459255,1460092.251
HKC,2026,4.61117127265172,7811.205
